"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Physio'n'Fitness","5","15","Kyriakou Matsi Avenue 48CD","Nicosia",,"CY",,"+357 94 067100","Wellness center","https://www.google.com/maps/search/?api=1&query=Physio'n'Fitness&query_place_id=ChIJI6btFlwZ3hQRlCZTUYvb6bs"
"Karma Studio","5","29","Giannou Kranidioti 10","Nicosia",,"CY","http://klkarma.com/","+357 97 606063","Pilates studio","https://www.google.com/maps/search/?api=1&query=Karma%20Studio&query_place_id=ChIJDbxdAlgX3hQRpNWHSbpSPCE"
"Absolut Pilates & Fitness Studio","5","5","5976+XGP, Foti Pitta","Nicosia",,"CY","http://www.absolutpilatesfitness.com/","+357 22 260296","Gym","https://www.google.com/maps/search/?api=1&query=Absolut%20Pilates%20%26%20Fitness%20Studio&query_place_id=ChIJuRcbSlgX3hQRyG0xgHHkePg"
"TFJ -The Fitness Joint Nicosia","5","5","Stadiou 51Z","Strovolos",,"CY","https://tfjnicosia.com/","+357 99 419149","Fitness equipment wholesaler","https://www.google.com/maps/search/?api=1&query=TFJ%20-The%20Fitness%20Joint%20Nicosia&query_place_id=ChIJW7THzqob3hQRurLJHFB0WaE"
"Γυμναστήριο Ρυθμικής Γυμναστικής ΜΕΛΙΣΣΑΝΙΔΗΣ","4.2","5","49XF+8CG Lykio dasoupolis, Atlantos","Strovolos",,"CY","http://www.facebook.com/melissanidesdasou/","+357 99 492618","Gym","https://www.google.com/maps/search/?api=1&query=%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF%20%CE%A1%CF%85%CE%B8%CE%BC%CE%B9%CE%BA%CE%AE%CF%82%20%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%AE%CF%82%20%CE%9C%CE%95%CE%9B%CE%99%CE%A3%CE%A3%CE%91%CE%9D%CE%99%CE%94%CE%97%CE%A3&query_place_id=ChIJXZY6yfoZ3hQRQPd4ciwFS-A"
"FIT ME FITNESS STUDIO","5","2","Naxou","Nicosia",,"CY",,"+357 99 766373","Gym","https://www.google.com/maps/search/?api=1&query=FIT%20ME%20FITNESS%20STUDIO&query_place_id=ChIJs2U1wSQX3hQRKXr9y5cL8W8"
"TCYCLE","5","16","Chytron 30","Nicosia",,"CY","http://t-cycle.eu/",,"Gym","https://www.google.com/maps/search/?api=1&query=TCYCLE&query_place_id=ChIJoTre9IAX3hQRkZkej4Cy85c"
"Nicosia Brisk Walking meeting point (Start of Grammiko/Linear Park)",,"0","Nechrou","Nicosia",,"CY","https://www.facebook.com/groups/nicosiawalkinggroup",,"Gym","https://www.google.com/maps/search/?api=1&query=Nicosia%20Brisk%20Walking%20meeting%20point%20(Start%20of%20Grammiko%2FLinear%20Park)&query_place_id=ChIJwf5SUSAX3hQRGl_Wp-q9pCU"
"Limit Breakers Fitness Studio","5","5","Chiou 3","Nicosia",,"CY",,"+357 99 946131","Gym","https://www.google.com/maps/search/?api=1&query=Limit%20Breakers%20Fitness%20Studio&query_place_id=ChIJxTDrfxAZ3hQRx5tlsUXj6RY"
"Bianco Pool&Bar Lounge","3.6","30","Egaleo 9","Strovolos",,"CY","http://www.nicosiagym.com/","+357 99 623255","Gymnastics center","https://www.google.com/maps/search/?api=1&query=Bianco%20Pool%26Bar%20Lounge&query_place_id=ChIJxzv3YxYa3hQRwQyOkLqewlM"
"Kamae Fitness","4.9","18","Dimokratias 76","Agios Dometios",,"CY",,"+357 96 197953","Gym","https://www.google.com/maps/search/?api=1&query=Kamae%20Fitness&query_place_id=ChIJq355ySMR3hQR5sDHyhDff8o"
"University of Nicosia - UFit Fitness Centre","4.2","75","28th October 24","Egkomi",,"CY","https://www.unic.ac.cy/ufit/","+357 22 842400","Gym","https://www.google.com/maps/search/?api=1&query=University%20of%20Nicosia%20-%20UFit%20Fitness%20Centre&query_place_id=ChIJT2182G4a3hQR9E-ZjTHM7V4"
"UCY Gym","4.5","94",,"Nicosia",,"CY","http://applications.ucy.ac.cy/sportscenter/SPORTSCENTER.main_online_new","+357 22 894182","Gym","https://www.google.com/maps/search/?api=1&query=UCY%20Gym&query_place_id=ChIJv0h1fCAY3hQRh6_OsjE0FCY"
"ENERGEA FITNESS STUDIO - EMS TRAINING & PILATES REFORMER","5","22","72 AB, str., 1076, John Kennedy","Nicosia",,"CY","https://www.emsfitnessstudio.cy/","+357 22 666690","Fitness center","https://www.google.com/maps/search/?api=1&query=ENERGEA%20FITNESS%20STUDIO%20-%20EMS%20TRAINING%20%26%20PILATES%20REFORMER&query_place_id=ChIJ6W6I5OAZ3hQRM9r4liwGDTE"
"Margo Motivates","4.9","25","Metochiou","26BC",,"CY","https://www.margomotivates.com/","+357 96 999500","Gym","https://www.google.com/maps/search/?api=1&query=Margo%20Motivates&query_place_id=ChIJFTlrllQX3hQRQ3243m7xSE0"
"Pure Pilates Nicosia","4.3","6","Armenias 18","Strovolos",,"CY","http://www.facebook.com/purepilatesnicosia","+357 99 808090","Pilates studio","https://www.google.com/maps/search/?api=1&query=Pure%20Pilates%20Nicosia&query_place_id=ChIJ14iceN0Z3hQRTDYjv6pmgjk"
"INTERVAL Gym","5","4","Mystra 10","Egkomi",,"CY","https://interval.com.cy/",,"Gym","https://www.google.com/maps/search/?api=1&query=INTERVAL%20Gym&query_place_id=ChIJ7T0qlb4b3hQRzqLBeyNbBrQ"
"HUPEX Fitness","5","13","Kyriakou Matsi 60","Nicosia",,"CY","https://hupex.fitness/","+357 99 919512","Fitness center","https://www.google.com/maps/search/?api=1&query=HUPEX%20Fitness&query_place_id=ChIJiXLilLEb3hQROYCOPwGC70o"
"Supernatural Gym","4.6","14","B18 179-2369","Agios Dometios",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Supernatural%20Gym&query_place_id=ChIJjav3w14b3hQRiyKaEuIl07o"
"Sana Hiltonia Health & Fitness Centre","4.4","15","Achaion 1","Egkomi",,"CY",,"+357 22 695165","Fitness center","https://www.google.com/maps/search/?api=1&query=Sana%20Hiltonia%20Health%20%26%20Fitness%20Centre&query_place_id=ChIJhf_OZtwb3hQRl9b7uUrSnss"
"TOUCH GLOVE","4.5","4","Acropoleos Ave 53","Strovolos",,"CY","https://www.instagram.com/touchglove.protraining?igsh=enRnOHJvMTZobGtu","+357 96 242323","Gym","https://www.google.com/maps/search/?api=1&query=TOUCH%20GLOVE&query_place_id=ChIJl54SLJ8Z3hQR8e9JK8i-_gc"
"VIP Fitness Nicosia","4.4","5","Ayias Paraskevis","Egkomi",,"CY","https://vipfitnessnicosia.com/","+357 99 312912","Fitness center","https://www.google.com/maps/search/?api=1&query=VIP%20Fitness%20Nicosia&query_place_id=ChIJTVMkAUUa3hQRcStblkjiUeM"
"Gympro.max","4.3","51",,"Egkomi",,"CY","http://www.gymprocy.com/","+357 22 459955","Gym","https://www.google.com/maps/search/?api=1&query=Gympro.max&query_place_id=ChIJWVHZLAAa3hQR5tKAx-KraVk"
"Nicosia Gymnastic Center","4.7","32","Egaleo","Strovolos",,"CY","http://www.nicosiagym.com/","+357 22 351644","Gymnastics center","https://www.google.com/maps/search/?api=1&query=Nicosia%20Gymnastic%20Center&query_place_id=ChIJT0cmYhYa3hQRLCgq0ZJqkuE"
"Rise Fitness Club","4.8","16","Zinonos Sozou 24","Nicosia",,"CY","https://risefitnessclub.com.cy/","+357 22 255102","Gymnastics club","https://www.google.com/maps/search/?api=1&query=Rise%20Fitness%20Club&query_place_id=ChIJqTMOTywZ3hQRugrWclO8OOs"
"En Somati - Lifestyle Gym, Personal Training, MMA Academy","5","13","Fedras 8","Nicosia",,"CY",,"+357 96 855588","Gym","https://www.google.com/maps/search/?api=1&query=En%20Somati%20-%20Lifestyle%20Gym%2C%20Personal%20Training%2C%20MMA%20Academy&query_place_id=ChIJ8yQHss8Z3hQRw2UKnCJBQfY"
"BARBELL & CHALK","5","6","abc, Perikleous 12","Strovolos",,"CY","https://www.instagram.com/barbellandchalk?igsh=MXdhbzk5cnRmN2h5eA==",,"Gym","https://www.google.com/maps/search/?api=1&query=BARBELL%20%26%20CHALK&query_place_id=ChIJ9_OEFEob3hQRzrMBTm6rBxo"
"EnSomati MMA Academy","5","5","Fedras 8","Nicosia",,"CY","https://www.instagram.com/ensomati.mma?igsh=aDV6bXZ1b2RnaXQ1&utm_source=qr","+357 96 855588","Martial arts school","https://www.google.com/maps/search/?api=1&query=EnSomati%20MMA%20Academy&query_place_id=ChIJZY65IwAX3hQR6v0KEN5c6PI"
"Oxygen Gym","4.2","47","Skopa 7","Nicosia",,"CY",,"+357 22 768166","Gym","https://www.google.com/maps/search/?api=1&query=Oxygen%20Gym&query_place_id=ChIJ07BqoOIZ3hQR9etvsaqN74Q"
"Momentum Fitness & Wellness","4.8","60","25is Martiou 9A","Egkomi",,"CY","http://momentum-gym.com/","+357 22 270450","Gym","https://www.google.com/maps/search/?api=1&query=Momentum%20Fitness%20%26%20Wellness&query_place_id=ChIJERvrN8kZ3hQRP1oDJA2U778"
"100% Boxing & Fitness Gym","4.5","53","Stasinou 2404","Egkomi",,"CY","http://fb.me/100boxfitgym","+357 99 499722","Gym","https://www.google.com/maps/search/?api=1&query=100%25%20Boxing%20%26%20Fitness%20Gym&query_place_id=ChIJERt2IAUa3hQRTVqvYNSy6JE"
"SCIENCE FIT","5","17","Perikleous 39B","Strovolos",,"CY","https://m.facebook.com/mp.sciencefit/","+357 99 016177","Fitness center","https://www.google.com/maps/search/?api=1&query=SCIENCE%20FIT&query_place_id=ChIJwxFeUtYZ3hQRMm65PHeDyuE"
"New Body Gym","4.2","46","Athinon 48-50","Nicosia",,"CY","http://www.newbodygym.com.cy/","+357 22 494967","Gymnastics center","https://www.google.com/maps/search/?api=1&query=New%20Body%20Gym&query_place_id=ChIJlWAN7IcZ3hQR-EsWJN76YDU"
"ALEXY MUAY THAI GYM","5","9","Pouliou - Kapota 18","Nicosia",,"CY","https://m.facebook.com/ALEXYmuaythai/","+357 96 539444","Muay Thai boxing gym","https://www.google.com/maps/search/?api=1&query=ALEXY%20MUAY%20THAI%20GYM&query_place_id=ChIJj3ZBCTUX3hQRUUS6Gq2_9Cg"
