"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Muay Thai Ninos Gym",,"0","WH8X+X7","Larnaca",,"CY","https://www.facebook.com/Muay-Thai-Ninos-Gym-2124766857841479/","+357 99 538026","Martial arts school","https://www.google.com/maps/search/?api=1&query=Muay%20Thai%20Ninos%20Gym&query_place_id=ChIJyU7pHaCd4BQR4EJFHN6z5mA"
"The Fitness Lab- by Nicos Theophanous",,"0","WJ4J+62Q, Artemidos","Larnaca",,"CY","https://www.facebook.com/thefitnesslablarnaca","+357 99 572144","Gym","https://www.google.com/maps/search/?api=1&query=The%20Fitness%20Lab-%20by%20Nicos%20Theophanous&query_place_id=ChIJ8-fzKxKD4BQRK0ks5hEVHiQ"
"Soma Pilates","5","7","Faneromenis 192","Larnaca",,"CY","https://instagram.com/somapilates__?igshid=YmMyMTA2M2Y=",,"Pilates studio","https://www.google.com/maps/search/?api=1&query=Soma%20Pilates&query_place_id=ChIJaUf3-HKd4BQRnd3eTjUIe3U"
"86SEVEN FITNESS BOUTIQUE","4.8","27","Pandoras 37","Larnaca",,"CY",,"+357 99 250087","Gym","https://www.google.com/maps/search/?api=1&query=86SEVEN%20FITNESS%20BOUTIQUE&query_place_id=ChIJM2kXQled4BQR-Hp1gZJuZEE"
"Acceptus Gym","4.7","37","Odyssea Androutsou","Larnaca",,"CY","http://www.acceptus.life/","+357 24 660400","Gym","https://www.google.com/maps/search/?api=1&query=Acceptus%20Gym&query_place_id=ChIJUWlOKwYp3hQRT0Mjrc_vzSo"
"IRONSKY Fitness | Group & Personal Training in Larnaca","4.9","76","Old GSZ Stadium 13, Stadiou","Larnaca",,"CY","http://www.ironsky-fitness.com/","+357 99 850540","Fitness center","https://www.google.com/maps/search/?api=1&query=IRONSKY%20Fitness%20%7C%20Group%20%26%20Personal%20Training%20in%20Larnaca&query_place_id=ChIJnwD6x2OD4BQR2Z4A6HgN9M4"
"Zacharoude Fitness Studio","4","3","Australias 2","Larnaca",,"CY","https://www.facebook.com/zacharoude/","+357 96 264853","Gym","https://www.google.com/maps/search/?api=1&query=Zacharoude%20Fitness%20Studio&query_place_id=ChIJ2-V1sWed4BQRBEIRTqFe_Y4"
"Arena Personal Training Center","5","4",,"Larnaca",,"CY","https://www.facebook.com/arenaptc/","+357 99 976060","Personal trainer","https://www.google.com/maps/search/?api=1&query=Arena%20Personal%20Training%20Center&query_place_id=ChIJSx5TT1yd4BQRAQkDf9LW5uM"
"Reflex Gym Larnaca","4.8","42","16-18, Inomenon Ethnon 6042-1st floor","Larnaca",,"CY","http://www.reflexgym.com/","+357 24 632204","Fitness center","https://www.google.com/maps/search/?api=1&query=Reflex%20Gym%20Larnaca&query_place_id=ChIJfWWw-E2d4BQRo74aeyN36tc"
"Fitness Point","5","1","Nicou Demetriou 43","Larnaca",,"CY","https://www.instagram.com/fitnesspoint_trainingstudio",,"Gym","https://www.google.com/maps/search/?api=1&query=Fitness%20Point&query_place_id=ChIJC03oij-D4BQRwzVIchqKv7c"
"FIT Incorporated: Strength & Conditioning","5","8","Klimis, 53","Larnaca",,"CY","https://facebook.com/FITIncorp/","+357 95 168485","Gym","https://www.google.com/maps/search/?api=1&query=FIT%20Incorporated%3A%20Strength%20%26%20Conditioning&query_place_id=ChIJidZzOt-d4BQREhGIUfRg68k"
"RG Strength & Conditioning Centre","5","3","Meropis 3","Larnaca",,"CY","https://www.facebook.com/RGteamRG",,"Gym","https://www.google.com/maps/search/?api=1&query=RG%20Strength%20%26%20Conditioning%20Centre&query_place_id=ChIJS0tlblQp3hQRdhvJMU6k9cM"
"GetFitGym Elite","4.3","10","Spyrou Kyprianou 80-90","Larnaca",,"CY","https://www.facebook.com/p/Getfitgym-Elite-100061921435966/","+357 24 250990","Fitness center","https://www.google.com/maps/search/?api=1&query=GetFitGym%20Elite&query_place_id=ChIJuR-6zAYo3hQRDoHGiEzRkkI"
"XTC Fitness","5","3","Georgiou Papandreou 7","Larnaca",,"CY","https://www.instagram.com/xtc.fitness/?igshid=MzRlODBiNWFlZA==","+357 99 139134","Gym","https://www.google.com/maps/search/?api=1&query=XTC%20Fitness&query_place_id=ChIJe8MHe_8n3hQRw0AEfiPFbrg"
"Trojans Gym","5","32","Iacovou Patatsou","Aradippou",,"CY","https://www.facebook.com/pages/Trojans-Gym-Fight-Club/36071539016?sk=info","+357 96 524446","Gym","https://www.google.com/maps/search/?api=1&query=Trojans%20Gym&query_place_id=ChIJSSzOXYYn3hQRfybjknDkS0Y"
"Curves Larnaca","5","8","Piliou 8","Larnaca",,"CY","http://www.facebook.com/curveslarnaca","+357 24 623203","Gym","https://www.google.com/maps/search/?api=1&query=Curves%20Larnaca&query_place_id=ChIJM5WtjEWd4BQRJLIlg_KvMQw"
"Athletic Fitness Center","5","12","WJ9F+W8C, Mouson","Larnaca",,"CY","https://www.facebook.com/ArtemisFani",,"Gym","https://www.google.com/maps/search/?api=1&query=Athletic%20Fitness%20Center&query_place_id=ChIJU1W8qq6C4BQR_Mih_XbIy_Q"
"Boxing Muscle Personal Boxing & Fitness Training Larnaca","5","16","Ymittou","Larnaca",,"CY","https://instagram.com/boxingmuscleofficial","+357 96 076585","Personal trainer","https://www.google.com/maps/search/?api=1&query=Boxing%20Muscle%20Personal%20Boxing%20%26%20Fitness%20Training%20Larnaca&query_place_id=ChIJ4ZfrdWkn3hQRKR7dftYib8Q"
"Expose Fitness by Andreas Cosma","5","37","Pentadaktylou 57, katastima 2","Larnaca",,"CY","https://www.facebook.com/ExposeFitnessGym","+357 99 780343","Gym","https://www.google.com/maps/search/?api=1&query=Expose%20Fitness%20by%20Andreas%20Cosma&query_place_id=ChIJheo0Izqd4BQRvelUcBlzV7U"
"FiveStar SportCenter","4.6","64","Faneromenis 225","Larnaca",,"CY","https://www.facebook.com/fivestarsportcenter/","+357 70 008088","Gym","https://www.google.com/maps/search/?api=1&query=FiveStar%20SportCenter&query_place_id=ChIJGbBcbj2d4BQRFo4Hc4yAwyQ"
"Temple Fitness","4","135","Spyrou Kyprianou 86","Larnaca",,"CY","https://www.facebook.com/templefitnesscyprus/","+357 24 661060","Gym","https://www.google.com/maps/search/?api=1&query=Temple%20Fitness&query_place_id=ChIJxWgl4gQo3hQROrJVerlABf0"
"Delta Fitness Studio","4.9","34","Lapithou 20","Larnaca",,"CY","https://instagram.com/deltafitnessstudio?igshid=YmMyMTA2M2Y=","+357 96 437905","Fitness center","https://www.google.com/maps/search/?api=1&query=Delta%20Fitness%20Studio&query_place_id=ChIJVUYvkwOd4BQR5P3ovJuKp8A"
"RACK GYM LTD","5","70","Ivikou 52","Aradippou",,"CY","https://www.instagram.com/rack_gym_/profilecard/?igsh=MWNsMzZ2cGw1YWJwaA==","+357 99 877905","Gym","https://www.google.com/maps/search/?api=1&query=RACK%20GYM%20LTD&query_place_id=ChIJfa_3Tjad4BQRJDel8HTxYik"
"TotalFit","4.2","84","1, Friedrich Nietzsche 6028","Larnaca",,"CY","https://www.facebook.com/TotalFitLarnaca/","+357 24 653937","Gym","https://www.google.com/maps/search/?api=1&query=TotalFit&query_place_id=ChIJLw0IUcKC4BQRreNEk3z2IAY"
"AquaGym","4.7","61","WJ92+G7X, Charalambou Patsidi","Larnaca",,"CY","https://www.facebook.com/aquagymlarnaca/","+357 24 400500","Gym","https://www.google.com/maps/search/?api=1&query=AquaGym&query_place_id=ChIJe9y2eESd4BQRr2_Z6TMCh4E"
"TWP-Train with Passion","4.8","89","Carrefour Larnaca, Spyrou Kyprianou 23","Larnaca",,"CY","https://www.facebook.com/TWP-Fitness-hall-Train-with-Passion-2255614854651676","+357 99 593570","Gym","https://www.google.com/maps/search/?api=1&query=TWP-Train%20with%20Passion&query_place_id=ChIJG8g6bJIp3hQRo5bm-A7OM_E"
"It's Time Fitness Center","4.7","135","Artemidos 3","Larnaca",,"CY","https://www.facebook.com/ItsTimeGym","+357 24 256600","Fitness center","https://www.google.com/maps/search/?api=1&query=It's%20Time%20Fitness%20Center&query_place_id=ChIJ-ZbGA7CC4BQRakjSLspPYTo"
"Body Control Fitness Centre","4.8","43","3 Nikou G, Nicou Dimitriou 6031","Larnaca",,"CY","https://www.facebook.com/BodyControlFitnessCentre/","+357 24 252428","Gym","https://www.google.com/maps/search/?api=1&query=Body%20Control%20Fitness%20Centre&query_place_id=ChIJRSIRRsaC4BQRYzW5dLAcm6o"
