"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Kakouras Personal Training Gym","5","2","Gregori Afxentiou 50","Limassol",,"CY",,"+357 99 141301","Personal trainer","https://www.google.com/maps/search/?api=1&query=Kakouras%20Personal%20Training%20Gym&query_place_id=ChIJFbUqZqsz5xQRghZ56C8VYVs"
"Limassol",,"0","M2HR+FG3","Limassol",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Limassol&query_place_id=ChIJWUWwCwAz5xQRYsygrF_JeJg"
"Checkmat Limassol","5","22","Pafou 74","Limassol",,"CY","https://checkmat.cy/","+357 97 442244","Martial arts school","https://www.google.com/maps/search/?api=1&query=Checkmat%20Limassol&query_place_id=ChIJixAvDNMz5xQRva-x6tnAVts"
"Louiza Louka - Nutrition and Pilates Center","5","19","Πιπίνου 11","Mesa Geitonia",,"CY",,"+357 99 514982","Pilates studio","https://www.google.com/maps/search/?api=1&query=Louiza%20Louka%20-%20Nutrition%20and%20Pilates%20Center&query_place_id=ChIJRxDMeQAz5xQRyVWx_RsTmp8"
"Bodybuilding Club","3.6","19","Georgiou Griva Digeni 90","Limassol",,"CY","http://www.bbclub.com.cy/","+357 25 102166","Vitamin & supplements store","https://www.google.com/maps/search/?api=1&query=Bodybuilding%20Club&query_place_id=ChIJm7f93UQz5xQRU281IF-MvDQ"
"Polis Boxing Club est.1994 | Limassol Boxing Club","4.3","7","Agias Zonis 5","Limassol",,"CY",,"+357 99 436622","Boxing club","https://www.google.com/maps/search/?api=1&query=Polis%20Boxing%20Club%20est.1994%20%7C%20Limassol%20Boxing%20Club&query_place_id=ChIJTWUKkw8z5xQRuKnAzIwQs_I"
"Hootan fitness","5","34","Evripidou 1","street",,"CY","https://hootanfitness.com/","+357 96 444551","Physical fitness program","https://www.google.com/maps/search/?api=1&query=Hootan%20fitness&query_place_id=ChIJL00NJWEz5xQRHkGs3py6HxY"
"Vikentia Gymnastics & Swimming Center","4.6","67","Kokkinokampou","Kato Polemidia",,"CY","http://www.vikentiagym.com/","+357 25 391958","Gymnastics club","https://www.google.com/maps/search/?api=1&query=Vikentia%20Gymnastics%20%26%20Swimming%20Center&query_place_id=ChIJ-2MY1ygy5xQRssrkMz-pPxs"
"8to1Fitness","5","2","Steliou Kiriakidi 11","Limassol",,"CY",,"+357 99 307278","Gym","https://www.google.com/maps/search/?api=1&query=8to1Fitness&query_place_id=ChIJmZulzdkz5xQRCVkfwUnlB_0"
"Workshop By Evripidou","4.8","6","Steliou Kiriakidi 41","Limassol",,"CY",,"+357 25 254373","Gym","https://www.google.com/maps/search/?api=1&query=Workshop%20By%20Evripidou&query_place_id=ChIJEQ9oi5cz5xQRWlg4TT9TBhE"
"Taekwondo Power Center","5","4","P24G+4H7","Limassol",,"CY","https://m.facebook.com/profile.php?id=100043523961703","+357 99 578741","Gym","https://www.google.com/maps/search/?api=1&query=Taekwondo%20Power%20Center&query_place_id=ChIJXUef8Xgz5xQRviCpfGz_qrc"
"Marina Durunda Gymnastics Academy",,"0","P25V+9P2, Katinas Paxinou","Limassol",,"CY","https://instagram.com/marinadurundaga?igshid=YmMyMTA2M2Y=","+357 99 988775","Gymnastics center","https://www.google.com/maps/search/?api=1&query=Marina%20Durunda%20Gymnastics%20Academy&query_place_id=ChIJZeZi29Iz5xQRTVUZOvZfzuY"
"LCC Limassol Climbing Club","4.7","62","Lamprou Porfira 2A","Limassol",,"CY","https://limassolclimbing.com/home","+357 99 722170","Rock climbing gym","https://www.google.com/maps/search/?api=1&query=LCC%20Limassol%20Climbing%20Club&query_place_id=ChIJdzEilkEz5xQRVjIlDU3UsQw"
"MHFITNESSINN","5","1","Neokli Anastasiadi 25","Limassol",,"CY","https://mhfitnessinn.com/","+357 97 900304","Fitness center","https://www.google.com/maps/search/?api=1&query=MHFITNESSINN&query_place_id=ChIJJV0N1pIz5xQRB1KozfVE1HA"
"MMA school The cage","4.5","23","Jean Sibelius και, Γεωργίου Παυλίδη 12","Limassol",,"CY","http://www.mmathecage.com/","+357 99 817412","Gym","https://www.google.com/maps/search/?api=1&query=MMA%20school%20The%20cage&query_place_id=ChIJU6W-t2wz5xQRFKReek9_COE"
"RnB Fitness Studio","4.9","9","Panayias Evaggelistrias 9-4156","Kato Polemidia",,"CY",,"+357 99 865117","Fitness center","https://www.google.com/maps/search/?api=1&query=RnB%20Fitness%20Studio&query_place_id=ChIJP91M15Iz5xQR2gw3eqP8F7c"
"Gym","4.3","3","M3H2+6M8, Molos","Limassol",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Gym&query_place_id=ChIJv2695Rkz5xQRIALVZlhRXjY"
"Eftychia gym","4.8","4","Aiolou 12","Limassol",,"CY",,"+357 25 378579","Gym","https://www.google.com/maps/search/?api=1&query=Eftychia%20gym&query_place_id=ChIJwYnBH1oz5xQRwHBb9yqlv0o"
"Self performance","5","2","M2M8+6Q5, Agias Sofias","Limassol",,"CY",,"+357 25 253830","Gym","https://www.google.com/maps/search/?api=1&query=Self%20performance&query_place_id=ChIJzafUjqYz5xQRJe6S_C5Pmlw"
"Habits Fitness Boutique","5","5","Souliou 38","Limassol",,"CY",,"+357 99 767997","Gym","https://www.google.com/maps/search/?api=1&query=Habits%20Fitness%20Boutique&query_place_id=ChIJWdlmALcz5xQR-aHqMSANPOU"
"CATMAN OLYMPIC BOXING ACADEMY (C7M)","4.6","11","Riga Fereou 2","Limassol",,"CY",,"+357 99 408750","Gym","https://www.google.com/maps/search/?api=1&query=CATMAN%20OLYMPIC%20BOXING%20ACADEMY%20(C7M)&query_place_id=ChIJJWh8BJcz5xQRc5wRz0oEMn4"
"GYMANIA PERSONAL TRAINER","5","103","Ierou Lochou","Limassol",,"CY","http://www.gymaniafitnessclub.com/","+357 99 786469","Personal trainer","https://www.google.com/maps/search/?api=1&query=GYMANIA%20PERSONAL%20TRAINER&query_place_id=ChIJ6R87Imwz5xQRPe5Dq5hmkRs"
"Target Boxing Club","5","21","Eleftherias 129","Limassol",,"CY",,"+357 99 662217","Boxing gym","https://www.google.com/maps/search/?api=1&query=Target%20Boxing%20Club&query_place_id=ChIJZRV_f90z5xQRkOW3K52wt04"
"MindFit Gym Studio","5","7","Petrou Tsirou 22A","Limassol",,"CY",,"+357 99 495752","Fitness center","https://www.google.com/maps/search/?api=1&query=MindFit%20Gym%20Studio&query_place_id=ChIJe9konsIz5xQRBYqEW3KfBUo"
"24/7 Fitness Center","4.6","9","Melinas Merkouri 97","Kato Polemidia",,"CY","https://www.vipsupplementstores.com/24-7-gym-limassol/",,"Gym","https://www.google.com/maps/search/?api=1&query=24%2F7%20Fitness%20Center&query_place_id=ChIJeXTzlBkz5xQRWFPymdniDKE"
"KPK Performance & Rehabilitation Center","5","16","Spyrou Kyprianou Ave 124","Limassol",,"CY",,"+357 99 465681","Gym","https://www.google.com/maps/search/?api=1&query=KPK%20Performance%20%26%20Rehabilitation%20Center&query_place_id=ChIJW6AR6X4z5xQRu19sVypguH8"
"Lumpinee Gym - Muay Thai - Muay Boran - Personal Training - Fighting Club - Limassol - Cyprus","5","22","Akarnanias","Limassol",,"CY","https://lumpineegymlimassol.wixsite.com/lumpineegym","+357 99 696035","Martial arts school","https://www.google.com/maps/search/?api=1&query=Lumpinee%20Gym%20-%20Muay%20Thai%20-%20Muay%20Boran%20-%20Personal%20Training%20-%20Fighting%20Club%20-%20Limassol%20-%20Cyprus&query_place_id=ChIJd0Cm2qo05xQRuB-BclzO9Oo"
"Peak Condition Cyprus","5","43","Vasileos Konstantinou 152-1st Floor","Limassol",,"CY","https://www.peakconditioncy.com/","+357 97 741389","Personal trainer","https://www.google.com/maps/search/?api=1&query=Peak%20Condition%20Cyprus&query_place_id=ChIJR2uIlZcz5xQR08MAT66l0Uw"
"Body Advance Personal Training Studio","4.9","22","Akapnitis Court, 2nd Floor, Arch. Makarios III Avenue 161","Limassol",,"CY","http://www.bodyadvance.net/","+357 99 239777","Gym","https://www.google.com/maps/search/?api=1&query=Body%20Advance%20Personal%20Training%20Studio&query_place_id=ChIJUbAzGAwz5xQR8I32Pf50sYI"
"Christophe Gym and Swimming","4.6","33",,"Mesa Geitonia",,"CY",,"+357 25 722998","Gym","https://www.google.com/maps/search/?api=1&query=Christophe%20Gym%20and%20Swimming&query_place_id=ChIJ7ZACPN4z5xQRXJxwxBBYVkY"
"Studio IV 360° Pilates & Beyond","4","14","Nikodimou Milona 7","Limassol",,"CY","https://instagram.com/studio_iv_pilates?igshid=YmMyMTA2M2Y=","+357 99 674707","Pilates studio","https://www.google.com/maps/search/?api=1&query=Studio%20IV%20360%C2%B0%20Pilates%20%26%20Beyond&query_place_id=ChIJNentIT8z5xQR1ihbEIoBwIo"
"Fight & Fitness Co.","5","132","Madaris 14","Limassol",,"CY","http://www.fightandfitness.eu/","+357 95 107674","Martial arts club","https://www.google.com/maps/search/?api=1&query=Fight%20%26%20Fitness%20Co.&query_place_id=ChIJu_1vDGwz5xQRGMKCrsnfacM"
"All Powers Gym Cyprus","5","19","Fidippidou 22","Kato Polemidia",,"CY","http://www.allpowersgymcy.com/","+357 99 032725","Sports club","https://www.google.com/maps/search/?api=1&query=All%20Powers%20Gym%20Cyprus&query_place_id=ChIJwwIivIAx5xQR_0uoJMzqM74"
"Contrology Studio","4.8","12","Arch. Makarios III Avenue 59","Limassol",,"CY","https://linktr.ee/Contrologystudio","+357 99 282127","Fitness center","https://www.google.com/maps/search/?api=1&query=Contrology%20Studio&query_place_id=ChIJZ87BUGIz5xQRtjKoQNEX2pk"
"UN1T","4.8","32","Georgiou 'A 45","Limassol",,"CY","https://un1t.com/un1t-limassol/","+357 96 727088","Gym","https://www.google.com/maps/search/?api=1&query=UN1T&query_place_id=ChIJrd43SLHL4BQR_nYyapEjW00"
"L.E. Gym","5","2","Steliou Kiriakidi 27","Limassol",,"CY",,"+357 25 254373","Gym","https://www.google.com/maps/search/?api=1&query=L.E.%20Gym&query_place_id=ChIJs7tRcpcz5xQRJgT5EW4elBw"
"Pilates Space","4.6","19","Kolonakiou 58","Agios Athanasios",,"CY","http://facebook.com/pilateslimassol","+357 99 144626","Pilates studio","https://www.google.com/maps/search/?api=1&query=Pilates%20Space&query_place_id=ChIJo7ngKFQz5xQRDRCTca5XM_M"
"City Box Gym","4.3","3","Augoustas Theodoras 9","Limassol",,"CY",,"+357 99 516506","Gym","https://www.google.com/maps/search/?api=1&query=City%20Box%20Gym&query_place_id=ChIJfwnksmkz5xQRuxdpMiKEVQo"
"Gym Spot","4.6","5","M3M5+HR8, 28 October Ave","Limassol",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Gym%20Spot&query_place_id=ChIJ21Dbz0Mz5xQRxobPG631SvU"
"Rebellion Gym","5","23","Nikola Skoufa 39","Limassol",,"CY","http://rebelliongym.com/","+357 99 548081","Muay Thai boxing gym","https://www.google.com/maps/search/?api=1&query=Rebellion%20Gym&query_place_id=ChIJhxgbf0gz5xQRVHaLNMrGBTo"
"Kinetic Fitness Studio","5","54","Aygerinou","Limassol",,"CY",,,"Fitness center","https://www.google.com/maps/search/?api=1&query=Kinetic%20Fitness%20Studio&query_place_id=ChIJ52R3SW0z5xQRJtjclady3go"
"FITNESS Lab","5","16","M2XC+WP6","Limassol",,"CY",,"+357 99 335631","Fitness center","https://www.google.com/maps/search/?api=1&query=FITNESS%20Lab&query_place_id=ChIJ8y0hA20z5xQRWj7Zre8Zjjk"
"Biofitness club","4.7","67","Agiou Athanasiou Avenue 29","Agios Athanasios",,"CY","http://www.biozeusfitness.com/","+357 25 101757","Gym","https://www.google.com/maps/search/?api=1&query=Biofitness%20club&query_place_id=ChIJy5bYiAMz5xQRwOWSIZHlFA4"
"IP FITNESS CLUB LIMASSOL","5","3","M2MF+3F3, Ioustinianou","Limassol",,"CY",,,"Fitness center","https://www.google.com/maps/search/?api=1&query=IP%20FITNESS%20CLUB%20LIMASSOL&query_place_id=ChIJv5l7LgAz5xQRPplJLDsLBFQ"
"Dainas Planet Fitness","4.9","14","Ekalis 16","Limassol",,"CY",,"+357 96 841700","Gym","https://www.google.com/maps/search/?api=1&query=Dainas%20Planet%20Fitness&query_place_id=ChIJU7t1aPsz5xQRMmZsIsBz0vw"
"The Pilates Studio","4","4","Thesalonikis 21","Limassol",,"CY","https://www.facebook.com/profile.php?id=100054593192736","+357 25 828877","Pilates studio","https://www.google.com/maps/search/?api=1&query=The%20Pilates%20Studio&query_place_id=ChIJmxKJ5Zkz5xQRH3b66Q-j3mI"
"Kinetic Pilates Studio","5","44","Archiepiskopou Makariou C' Avenue 71","Limassol",,"CY","https://instagram.com/kineticpilates_studio?igshid=NTc4MTIwNjQ2YQ==","+357 99 594937","Pilates studio","https://www.google.com/maps/search/?api=1&query=Kinetic%20Pilates%20Studio&query_place_id=ChIJ-QxSnvgz5xQRUKpC917cOj8"
"Bigapplegym","5","39","Λεωφ. Σπύρου Κυπριανού, Κάτω Πολεμίδια 17","Limassol",,"CY","https://www.instagram.com/marinapplegym/","+357 99 879041","Gymnastics center","https://www.google.com/maps/search/?api=1&query=Bigapplegym&query_place_id=ChIJyUZL4o0z5xQR4f7jhhep9hQ"
"Sav's Gym","5","15","214 Kanika Ideal Building, Μακαρίου ΙΙΙ","Limassol",,"CY",,"+357 99 460468","Gym","https://www.google.com/maps/search/?api=1&query=Sav's%20Gym&query_place_id=ChIJQ3EY-Kcz5xQRF7eh6K_miM4"
"Combat & Fitness","5","15","Vasileos Pavlou 44","Limassol",,"CY","https://www.combatandfitness.com/","+357 97 585658","Fitness center","https://www.google.com/maps/search/?api=1&query=Combat%20%26%20Fitness&query_place_id=ChIJy_zs3wwz5xQR46BGIe5_zkA"
"Limassol Sporting Center","3.2","276","I BRIDGE, GEORGIOU NEOFYDOU 24,MESA GEITONIA, HOUSE BLOCK D, FLAT G2","Limassol",,"CY","https://www.limassolsportingcenter.com/",,"Gym","https://www.google.com/maps/search/?api=1&query=Limassol%20Sporting%20Center&query_place_id=ChIJnwfCN0Uz5xQR9juwUKgWEuA"
"Bodyfitness Gym Center","4.7","45","Jean Sibelius","Limassol",,"CY","https://bodyfitnessgymcentre.com/","+357 99 817412","Fitness center","https://www.google.com/maps/search/?api=1&query=Bodyfitness%20Gym%20Center&query_place_id=ChIJGwp1Zqwz5xQRtpPqwIxpSNw"
"Fame fast fitness by miha bodytec- EMS STUDIO-","5","36","Apostolou Andrea 9","Mesa Geitonia",,"CY","https://www.facebook.com/famefastfitness/","+357 70 007303","Gymnastics center","https://www.google.com/maps/search/?api=1&query=Fame%20fast%20fitness%20by%20miha%20bodytec-%20EMS%20STUDIO-&query_place_id=ChIJo51uYxYz5xQRmUzvvjzv4Ps"
"Balance Fitness Centre","4.9","26",,"Limassol",,"CY","http://balancefitnesscentre.com/","+357 99 338854","Gym","https://www.google.com/maps/search/?api=1&query=Balance%20Fitness%20Centre&query_place_id=ChIJhfqyN4Mz5xQRBfLh93yg_7Q"
"ASF&PERFORMANCE LIMASSOL CYPRUS (GYM) (Taekwondo )","5","23","Vasileos Konstantinou 21-SHOP 5","Limassol",,"CY",,"+357 99 851085","Gym","https://www.google.com/maps/search/?api=1&query=ASF%26PERFORMANCE%20LIMASSOL%20CYPRUS%20(GYM)%20(Taekwondo%20)&query_place_id=ChIJd9MmnOs15xQR84-EILW4BN8"
"CrossFit Limassol","4.8","87","Shakespeare 9","Limassol",,"CY","http://www.crossfitlimassol.com/","+357 25 340271","Gym","https://www.google.com/maps/search/?api=1&query=CrossFit%20Limassol&query_place_id=ChIJB0_LZQEz5xQRTAyI8MP8e7g"
"Iron Fitness","5","234","Agias Fylaxeos, & 1","Limassol",,"CY","http://ironfitnesslimassol.com/","+357 96 509265","Personal trainer","https://www.google.com/maps/search/?api=1&query=Iron%20Fitness&query_place_id=ChIJy_8_A1Mz5xQRNWIh-QMTDuo"
"ARA GYM XL","4.5","166","Mishiaouli kai kavazglou kai anti filita 1 LIMASSOL","Limassol",,"CY","/url?q=https://ara-gym.com/&opi=79508299&sa=U&ved=0ahUKEwjd9rudzeqQAxWtkokEHSXzAtsQ61gIFCgQ&usg=AOvVaw0LLCIApx7Htj_etKATywuv","+357 25 006942","Gym","https://www.google.com/maps/search/?api=1&query=ARA%20GYM%20XL&query_place_id=ChIJcX1d1mYz5xQRhs1W9GtnmVE"
"Team Rogue Forge","4.8","19","Spyrou Kyprianou Ave 116","Limassol",,"CY","https://www.teamrogueforge.com.cy/","+357 25 101116","Gym","https://www.google.com/maps/search/?api=1&query=Team%20Rogue%20Forge&query_place_id=ChIJHQ82yp8z5xQRmk795E3BudA"
"Reload Fitness Studio","4.9","71","Eleftherias 119","Limassol",,"CY","https://reload-fitness.com/","+357 25 583382","Gym","https://www.google.com/maps/search/?api=1&query=Reload%20Fitness%20Studio&query_place_id=ChIJOVZRwYMz5xQR23LeifWfgiI"
