"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Center Of Dance & Ballet M&S Chambiaouridou","5","1","Agiou Theodorou 2","Paphos",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Center%20Of%20Dance%20%26%20Ballet%20M%26S%20Chambiaouridou&query_place_id=ChIJ3_EKRwAH5xQR2QaXGxwHjZ0"
"Calisthenics workout","5","5","QC32+XF","Paphos",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Calisthenics%20workout&query_place_id=ChIJcSBeWQwH5xQR59p6Bm0fdSE"
"GFit Personal Trainer And Coaching","4.8","42",,,,,"https://www.facebook.com/pg/gfitpersonaltrainingpaphos/services/?ref=page_internal","+357 96 337312","Personal trainer","https://www.google.com/maps/search/?api=1&query=GFit%20Personal%20Trainer%20And%20Coaching&query_place_id=ChIJhaf63bcG5xQR2MhYwRu4k1Q"
"AIANTAS KICK-BOX (WAKO)","5","12","Onoufriou Kliridi 8","Paphos",,"CY","http://aiantaspaphou.com/","+357 97 682375","Sports club","https://www.google.com/maps/search/?api=1&query=AIANTAS%20KICK-BOX%20(WAKO)&query_place_id=ChIJP4dYb94H5xQRxhqd8xy9peQ"
"AA POWER MODE","4.9","10","Democracy Ave 102","Paphos",,"CY","http://aapowermode.com/","+357 99 932975","Gym","https://www.google.com/maps/search/?api=1&query=AA%20POWER%20MODE&query_place_id=ChIJ-4nON4UH5xQRhSYY-HwOUBY"
"Bodybuilding Club","4.6","10","B7 5","Mesogi",,"CY","https://www.bbclub.com.cy/","+357 26 102126","Sports nutrition store","https://www.google.com/maps/search/?api=1&query=Bodybuilding%20Club&query_place_id=ChIJ12epYTkH5xQRvgE0T8AE1cQ"
"AKBA HEALTH CARE CENTER","4.9","15","Makariou III Ave 24","Emba",,"CY",,"+357 26 270620","Fitness center","https://www.google.com/maps/search/?api=1&query=AKBA%20HEALTH%20CARE%20CENTER&query_place_id=ChIJwd-h7TcG5xQRBsDckSmR_Hc"
"Personal Trainer - Paphos, Kissonerga & Peyia","5","10","Marcantoniou Bragadinou","Paphos",,"CY","https://www.paphos-training.com/","+357 99 856432","Fitness center","https://www.google.com/maps/search/?api=1&query=Personal%20Trainer%20-%20Paphos%2C%20Kissonerga%20%26%20Peyia&query_place_id=ChIJ20dLwzsH5xQRlJuA_g-pb9I"
"Αναπνοη PILATES YOGA STUDIO GYM","5","1","Nikiforou Vretakkou","Paphos",,"CY",,"+357 97 673000","Pilates studio","https://www.google.com/maps/search/?api=1&query=%CE%91%CE%BD%CE%B1%CF%80%CE%BD%CE%BF%CE%B7%20PILATES%20YOGA%20STUDIO%20GYM&query_place_id=ChIJnU49McwH5xQRkGUP7VMntA4"
"Dinamico Personal Training Center","4.8","13","theodorou zinonos 10","Paphos",,"CY","http://www.dinamicotraining.com/","+357 99 743850","Personal trainer","https://www.google.com/maps/search/?api=1&query=Dinamico%20Personal%20Training%20Center&query_place_id=ChIJOWZLAe8G5xQRQqeChI1a7-s"
"Chris Pavlaras Fitness & Health","5","7",,"Paphos",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Chris%20Pavlaras%20Fitness%20%26%20Health&query_place_id=ChIJ_SioidsH5xQRKzecKAFX--I"
"MG FITNESS CLUB","4.6","52","QCQ5+3P2, Unnamed Road","Chlorakas",,"CY","https://mgfitness.club/","+357 99 544186","Gym","https://www.google.com/maps/search/?api=1&query=MG%20FITNESS%20CLUB&query_place_id=ChIJw1mdPEkH5xQRnSpd7uOwXvg"
"Johnny's Personal Training","5","24","Agiou Panaretou","Paphos",,"CY","https://johnnyspersonaltraining.com/","+357 99 531393","Gym","https://www.google.com/maps/search/?api=1&query=Johnny's%20Personal%20Training&query_place_id=ChIJtb1Oq_EH5xQRrZMUEZddEkI"
"Venus fitness center","4.5","6","QCH4+R3R","Paphos",,"CY","http://venusgym.wixsite.com/home","+357 26 945809","Spa and health club","https://www.google.com/maps/search/?api=1&query=Venus%20fitness%20center&query_place_id=ChIJHYeHnP4G5xQRCgc0csGC3hc"
"Aesthetics Fitness Club","4.6","114","3, Makariou III Ave","Chlorakas",,"CY",,"+357 70 001928","Gym","https://www.google.com/maps/search/?api=1&query=Aesthetics%20Fitness%20Club&query_place_id=ChIJH1SZxEIG5xQRgrCHWl9DbWc"
"Paphos Professional Boxing Gym","5","36","Marcantoniou Bragadinou","Paphos",,"CY","https://fit2fightcyprus.com/","+357 99 715937","Boxing club","https://www.google.com/maps/search/?api=1&query=Paphos%20Professional%20Boxing%20Gym&query_place_id=ChIJO6N4XRIH5xQRsH1qweigTt0"
"MJ FITNESS. Certified Personal Trainer. Liverpool & Paphos","5","2","agiou panaretou 12","Paphos",,"CY",,"+357 97 838058","Personal trainer","https://www.google.com/maps/search/?api=1&query=MJ%20FITNESS.%20Certified%20Personal%20Trainer.%20Liverpool%20%26%20Paphos&query_place_id=ChIJfWNWKIQH5xQR1Yt3dj6PkJM"
"Public Outdoor gym","2.5","8","Poseidonos Ave 6","Paphos",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Public%20Outdoor%20gym&query_place_id=ChIJlxIkWAkH5xQRJcGJcY7J6R4"
"Poseidonio Health Spa and Fitness center","4.3","28","Democracy Ave 132","Paphos",,"CY",,"+357 99 573445","Gym","https://www.google.com/maps/search/?api=1&query=Poseidonio%20Health%20Spa%20and%20Fitness%20center&query_place_id=ChIJa-JDX34G5xQRVPS-yVjD2xo"
"Powerhouse Studio (pilates & fitness)",,"0","B7","Mesogi",,"CY","https://www.facebook.com/share/1BoZMTz7cU/","+357 99 941560","Pilates studio","https://www.google.com/maps/search/?api=1&query=Powerhouse%20Studio%20(pilates%20%26%20fitness)&query_place_id=ChIJ4dWGoYYH5xQRU51ytcHWxdY"
"IL PR1MO FITNESS","4.5","4","Nikolaou I. Nikolaidi Ave 15","Paphos",,"CY","https://instagram.com/il_pr1m0_fitness?igshid=YmMyMTA2m2Y=","+357 99 907149","Fitness center","https://www.google.com/maps/search/?api=1&query=IL%20PR1MO%20FITNESS&query_place_id=ChIJSXRpy88H5xQRai72fdOukQc"
"VIP GYM Paphos","5","1","Alexandrou Papagou Ave 61","Paphos",,"CY",,"+357 26 944040","Gym","https://www.google.com/maps/search/?api=1&query=VIP%20GYM%20Paphos&query_place_id=ChIJj0TTsmcH5xQRRvF-cshSVJU"
"Municipality GYM","4.6","16","Q9RW+5FH, Unnamed Road","Chlorakas",,"CY",,,"Gym","https://www.google.com/maps/search/?api=1&query=Municipality%20GYM&query_place_id=ChIJlyQkktwH5xQRRVG9EEs79Fg"
"Pilates Room","5","10","Anthipolochagou Georgiou Savva 24","street",,"CY","https://www.facebook.com/thepilatesroompaphos/","+357 99 007170","Pilates studio","https://www.google.com/maps/search/?api=1&query=Pilates%20Room&query_place_id=ChIJJx5loxMH5xQR3nw-sv4yPTU"
"Aidinidis Fight Club","5","16","Athinas 60","Paphos",,"CY","https://www.facebook.com/AidinidisFightClub/","+357 99 894896","Martial arts school","https://www.google.com/maps/search/?api=1&query=Aidinidis%20Fight%20Club&query_place_id=ChIJT-SPeWAG5xQRi8f4lMWhAAk"
"Johnny's Gym","4.9","62","B7 90","Paphos",,"CY",,"+357 99 946129","Gym","https://www.google.com/maps/search/?api=1&query=Johnny's%20Gym&query_place_id=ChIJi1X5pH4H5xQR1zDF7DkmuDg"
"BOXING CLUB ""BLACK & WHITE EAGLES""",,"0","QC7Q+HQH","Paphos",,"CY","https://m.facebook.com/akis.tsakalidis.39","+357 97 632325","Gym","https://www.google.com/maps/search/?api=1&query=BOXING%20CLUB%20%22BLACK%20%26%20WHITE%20EAGLES%22&query_place_id=ChIJCatYYu8H5xQRB6Q_-OoaiEw"
"BOXING CLUB PAPHOS “Petar Gerasimov”","5","7","QC8Q+4R9, Marcantoniou Bragadinou","Paphos",,"CY","https://www.instagram.com/boxing.club_paphos?igsh=MW9xOG1jYm1xbHB5aA%3D%3D&utm_source=qr","+357 96 869889","Boxing club","https://www.google.com/maps/search/?api=1&query=BOXING%20CLUB%20PAPHOS%20%E2%80%9CPetar%20Gerasimov%E2%80%9D&query_place_id=ChIJhXpFT6AH5xQRt6qczwn7kQU"
"POSEIDONEIO by RETO GYM","4.4","8","Tassou Papadopoulou Ave. 8025","Paphos",,"CY","https://www.facebook.com/profile.php?id=100083037436917","+357 97 638118","Gym","https://www.google.com/maps/search/?api=1&query=POSEIDONEIO%20by%20RETO%20GYM&query_place_id=ChIJHwMSoUMH5xQRH57-B5j6AIw"
"Paphos Personal Training (Bodyfit studio)","4.3","4","Aristotellous Savva 25","Paphos",,"CY","https://www.facebook.com/paphosgym/","+357 99 542301","Gym","https://www.google.com/maps/search/?api=1&query=Paphos%20Personal%20Training%20(Bodyfit%20studio)&query_place_id=ChIJmVSe3HQG5xQRZxGocn2DEh8"
"FIIT Paphos Training Room","4.8","75","Neapolis University, Danaes Ave 2","Paphos",,"CY","https://fiitpaphos.taplink.ws/","+357 99 804713","Gym","https://www.google.com/maps/search/?api=1&query=FIIT%20Paphos%20Training%20Room&query_place_id=ChIJe_FqncIH5xQROeUY3CkKJCE"
"Nayara Fonseca Aerial","5","16","Andrea Ioannou","Paphos",,"CY","https://www.instagram.com/nayarafonseca.aerial","+357 97 450567","Gym","https://www.google.com/maps/search/?api=1&query=Nayara%20Fonseca%20Aerial&query_place_id=ChIJXzu_EwYH5xQRft1ui3lWg0Q"
"VO2 Fitness Center - Personal Training Studio","4.9","68","B7 13-1st floor","Paphos",,"CY","https://vo2fitnesscenter.com/","+357 99 482485","Personal trainer","https://www.google.com/maps/search/?api=1&query=VO2%20Fitness%20Center%20-%20Personal%20Training%20Studio&query_place_id=ChIJhxb9EvEH5xQRIzsIBrmhCpM"
"Star Fitness Gym Paphos Cyprus","4.8","133","Alexandroupoleos Ave 37","Paphos",,"CY","https://starfitnesscy.com/","+357 26 937000","Gym","https://www.google.com/maps/search/?api=1&query=Star%20Fitness%20Gym%20Paphos%20Cyprus&query_place_id=ChIJCbIqgHsG5xQRBeqwYnWP1zM"
"Vigour Studio Gym","4.7","32","Anexartisias","Paphos",,"CY","http://vigourstudio-gym.com/","+357 26 220470","Gym","https://www.google.com/maps/search/?api=1&query=Vigour%20Studio%20Gym&query_place_id=ChIJRxwSeYcG5xQRS6jBqMHvnXM"
"Cybex Excellence gym",,"0","Spartis 7","Paphos",,"CY","https://www.facebook.com/cybexgym/about",,"Gym","https://www.google.com/maps/search/?api=1&query=Cybex%20Excellence%20gym&query_place_id=ChIJB_j1so0H5xQRS3fNqu9l9a8"
"21mk fitness","5","3","Alexandrou Ipsilanti","Paphos",,"CY","https://www.facebook.com/%C2%B2%C2%B9MK-fitness-102040068614151/","+357 96 318851","Gym","https://www.google.com/maps/search/?api=1&query=21mk%20fitness&query_place_id=ChIJYQkoEJQH5xQRYEfVDD8ShSg"
"Aesthetics Fitness Club GOLD","4.4","240","Georgiou Ch. Ioannidi, shop 1","Paphos",,"CY","https://www.facebook.com/aestheticsgold/","+357 70 001582","Gym","https://www.google.com/maps/search/?api=1&query=Aesthetics%20Fitness%20Club%20GOLD&query_place_id=ChIJ_2bo_ywH5xQRT0UBhSTihQg"
"BODYART FITNESSGYM","4.5","34","Marcantoniou Bragadinou","Paphos",,"CY","https://instagram.com/bodyart_fitnessgym?igshid=YmMyMTA2M2Y=","+357 26 221333","Gymnastics club","https://www.google.com/maps/search/?api=1&query=BODYART%20FITNESSGYM&query_place_id=ChIJR87G6oQG5xQRCXpB-KyGBX8"
"W.F.C. WareHouse Fitness Centre","5","3","Evagora Pallikaridi 18","Paphos",,"CY","https://instagram.com/warehouse__fitness__center?igshid=NzZlODBkYWE4Ng==","+357 99 268883","Gym","https://www.google.com/maps/search/?api=1&query=W.F.C.%20WareHouse%20Fitness%20Centre&query_place_id=ChIJr0hctasH5xQROJEoEI4p_Xs"
"Energy Fitness Gym","3.8","21","Democracy Ave","Paphos",,"CY","https://www.facebook.com/energyfitnessgympaphos/",,"Gym","https://www.google.com/maps/search/?api=1&query=Energy%20Fitness%20Gym&query_place_id=ChIJ84-M2n4G5xQRkk1WZHWUaao"
"HardcoreTraining Gym Paphos","4.7","23","Nikolaou Nikolaidi 19","Paphos",,"CY","https://www.facebook.com/Hardcoretraininggym/","+357 99 542113","Gym","https://www.google.com/maps/search/?api=1&query=HardcoreTraining%20Gym%20Paphos&query_place_id=ChIJrTQ_lsoH5xQRUfs6EDiek1A"
"PAPHOS THAI BOXING & MMA FIGHT CLUB (old style muay thai)","5","18","Vasileos Constantinou XIII 26","Paphos",,"CY","https://www.instagram.com/paphos_muaythai_mma?igsh=MWswajFoejc0M3p2eg==","+357 99 461343","Gym","https://www.google.com/maps/search/?api=1&query=PAPHOS%20THAI%20BOXING%20%26%20MMA%20FIGHT%20CLUB%20(old%20style%20muay%20thai)&query_place_id=ChIJr5h4JWYG5xQRSzZgJRMhJiM"
"G Fitness","4.7","29","Charilaou Trikoupi 3, 8020","Paphos",,"CY","https://www.facebook.com/Gp.fitnes","+357 97 799298","Gym","https://www.google.com/maps/search/?api=1&query=G%20Fitness&query_place_id=ChIJ410zMl4G5xQRj75amM0EEnU"
"West 34 Elite Fitness Club","4.9","28","Thermopylon Rd","Paphos",,"CY","https://instagram.com/west34_elitefitnessclub?utm_medium=copy_link","+357 99 466327","Fitness center","https://www.google.com/maps/search/?api=1&query=West%2034%20Elite%20Fitness%20Club&query_place_id=ChIJ0_wNzfUH5xQRBnUqshqY3h8"
"Forma Personal Training Studio Gym","4.8","84","Georgiou Michael 13, Kato Paphos","Paphos",,"CY","https://www.facebook.com/forma.gym.paphos/","+357 99 845532","Gym","https://www.google.com/maps/search/?api=1&query=Forma%20Personal%20Training%20Studio%20Gym&query_place_id=ChIJU8vfKO4G5xQRMEhg5QcteGo"
"Gymnastika Fitness Center","4.5","47","Makariou III Ave 3","Yeroskipou",,"CY","https://www.facebook.com/GymnastikaFitnessCenter/","+357 26 813388","Gym","https://www.google.com/maps/search/?api=1&query=Gymnastika%20Fitness%20Center&query_place_id=ChIJ3b9w0ikE5xQR9lYlBQfkY4w"
"HYPER FITNESS CLUB","4.5","45","B7 134","Mesogi",,"CY","https://www.facebook.com/hyperfitnessclubcy/","+357 26 652006","Gym","https://www.google.com/maps/search/?api=1&query=HYPER%20FITNESS%20CLUB&query_place_id=ChIJDVEpUNIF5xQRvqyOSXDAg3E"
