name,slug,description,address,city_id,latitude,longitude,phone,email,website,logo_url,cover_image_url,membership_price_from,membership_price_to,currency,opening_hours,is_featured,featured_until,member_count,member_count_source,member_count_verified,member_count_public,member_count_last_updated,rating,review_count,years_in_business,source,specialty_slug,specialty_uuid,specialties_json
Catman Olympic Boxing Academy C7M,catman-olympic-boxing-academy-c7m,,"Riga Fereou 2, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799408750,,,,,,,,,False,,,,False,True,,4.6,11,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Gymania Personal Trainer,gymania-personal-trainer,,"Ierou Lochou, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799786469,,http://www.gymaniafitnessclub.com/,,,,,,,False,,,,False,True,,5.0,103,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Target Boxing Club,target-boxing-club,,"Eleftherias 129, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799662217,,,,,,,,,False,,,,False,True,,5.0,21,,Google Maps Scrape,boxing,f6559489-8266-42f2-aea9-89a3a76eeea0,"[""f6559489-8266-42f2-aea9-89a3a76eeea0""]"
Kpk Performance & Rehabilitation Center,kpk-performance-rehabilitation-center,,"Spyrou Kyprianou Ave 124, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799465681,,,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Lumpinee Gym - Muay Thai - Muay Boran - Personal Training - Fighting Club - Limassol - Cyprus,lumpinee-gym-muay-thai-muay-boran-personal-training-fighting-club-limassol-cyprus,,"Akarnanias, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799696035,,https://lumpineegymlimassol.wixsite.com/lumpineegym,,,,,,,False,,,,False,True,,5.0,22,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Peak Condition Cyprus,peak-condition-cyprus,,"Vasileos Konstantinou 152-1st Floor, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35797741389,,https://www.peakconditioncy.com/,,,,,,,False,,,,False,True,,5.0,43,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Body Advance Personal Training Studio,body-advance-personal-training-studio,,"Akapnitis Court, 2nd Floor, Arch. Makarios III Avenue 161, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799239777,,http://www.bodyadvance.net/,,,,,,,False,,,,False,True,,4.9,22,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Studio Iv 360 Pilates & Beyond,studio-iv-360-pilates-beyond,,"Nikodimou Milona 7, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799674707,,https://instagram.com/studio_iv_pilates?igshid=YmMyMTA2M2Y=,,,,,,,False,,,,False,True,,4.0,14,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
Contrology Studio,contrology-studio,,"Arch. Makarios III Avenue 59, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799282127,,https://linktr.ee/Contrologystudio,,,,,,,False,,,,False,True,,4.8,12,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Un1T,un1t,,"Georgiou 'A 45, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35796727088,,https://un1t.com/un1t-limassol/,,,,,,,False,,,,False,True,,4.8,32,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Kinetic Fitness Studio,kinetic-fitness-studio,,"Aygerinou, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,,,,,,,,,,False,,,,False,True,,5.0,54,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Fitness Lab,fitness-lab,,"M2XC+WP6, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799335631,,,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Dainas Planet Fitness,dainas-planet-fitness,,"Ekalis 16, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35796841700,,,,,,,,,False,,,,False,True,,4.9,14,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Kinetic Pilates Studio,kinetic-pilates-studio,,"Archiepiskopou Makariou C' Avenue 71, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799594937,,https://instagram.com/kineticpilates_studio?igshid=NTc4MTIwNjQ2YQ==,,,,,,,False,,,,False,True,,5.0,44,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
SavS Gym,savs-gym,,"214 Kanika Ideal Building, Μακαρίου ΙΙΙ, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799460468,,,,,,,,,False,,,,False,True,,5.0,15,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Combat & Fitness,combat-fitness,,"Vasileos Pavlou 44, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35797585658,,https://www.combatandfitness.com/,,,,,,,False,,,,False,True,,5.0,15,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Limassol Sporting Center,limassol-sporting-center,,"I BRIDGE, GEORGIOU NEOFYDOU 24,MESA GEITONIA, HOUSE BLOCK D, FLAT G2, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,,,https://www.limassolsportingcenter.com/,,,,,,,False,,,,False,True,,3.2,276,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Bodyfitness Gym Center,bodyfitness-gym-center,,"Jean Sibelius, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799817412,,https://bodyfitnessgymcentre.com/,,,,,,,False,,,,False,True,,4.7,45,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Asf&Performance Limassol Cyprus Gym Taekwondo ,asfperformance-limassol-cyprus-gym-taekwondo,,"Vasileos Konstantinou 21-SHOP 5, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799851085,,,,,,,,,False,,,,False,True,,5.0,23,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Crossfit Limassol,crossfit-limassol,,"Shakespeare 9, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725340271,,http://www.crossfitlimassol.com/,,,,,,,False,,,,False,True,,4.8,87,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Iron Fitness,iron-fitness,,"Agias Fylaxeos, & 1, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35796509265,,http://ironfitnesslimassol.com/,,,,,,,False,,,,False,True,,5.0,234,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Ara Gym Xl,ara-gym-xl,,"Mishiaouli kai kavazglou kai anti filita 1 LIMASSOL, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725006942,,,,,,,,,False,,,,False,True,,4.5,166,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Team Rogue Forge,team-rogue-forge,,"Spyrou Kyprianou Ave 116, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725101116,,https://www.teamrogueforge.com.cy/,,,,,,,False,,,,False,True,,4.8,19,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Reload Fitness Studio,reload-fitness-studio,,"Eleftherias 119, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725583382,,https://reload-fitness.com/,,,,,,,False,,,,False,True,,4.9,71,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Muscle Factory 24 Hours,muscle-factory-24-hours,,"Georgiou Griva Digeni 16, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725108234,,https://www.musclefactory24hrs.com/,,,,,,,False,,,,False,True,,4.5,203,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Grind Fitness,grind-fitness,,"Steliou Kiriakidi, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799810035,,https://grindfitnesscy.com/,,,,,,,False,,,,False,True,,5.0,73,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Vip-Gym,vip-gym,,"Steliou Kiriakidi, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35777776525,,http://www.vipgym.com.cy/,,,,,,,False,,,,False,True,,4.6,93,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Anaplasis Gym Fitness Center Limassol,anaplasis-gym-fitness-center-limassol,,"Kanika Business Center, Enaerios, 28 October Ave 319A, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725585242,,https://www.anaplasisgym.com.cy/,,,,,,,False,,,,False,True,,4.8,751,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Gymania Fitness Club,gymania-fitness-club,,"Agias Filaxeos, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725253202,,http://www.gymaniafitnessclub.com/,,,,,,,False,,,,False,True,,4.9,363,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Champ Boxing Academy,champ-boxing-academy,,"TK 3082, Rizokarpasou 27, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799332615,,http://www.champboxingacademy.com/,,,,,,,False,,,,False,True,,5.0,11,,Google Maps Scrape,boxing,f6559489-8266-42f2-aea9-89a3a76eeea0,"[""f6559489-8266-42f2-aea9-89a3a76eeea0""]"
Her Gym Limassol,her-gym-limassol,,"Omonoias 19, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725255266,,https://hergym.cy/,,,,,,,False,,,,False,True,,4.8,109,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Dreamchasers Fitness Studio,dreamchasers-fitness-studio,,"Kekropos 8, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35797664716,,https://dreamchasers.cy/,,,,,,,False,,,,False,True,,5.0,56,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
5 Rounds Mma Limassol,5-rounds-mma-limassol,,"BASEMENT, Misiaouli & Kavazoglou 27, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799848288,,https://www.facebook.com/5-Rounds-MMA-Limassol-110644453668694/,,,,,,,False,,,,False,True,,4.9,37,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Slim And Smart Fitness Studio,slim-and-smart-fitness-studio,,"Agiou Andreou 350, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35796701181,,https://www.instagram.com/slim_and_smart_cyprus/,,,,,,,False,,,,False,True,,4.4,13,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
R-Evolution Of Gym,r-evolution-of-gym,,"Franklin Roosevelt 216, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35799884899,,https://m.facebook.com/Revolutionofgym/,,,,,,,False,,,,False,True,,4.6,12,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Progress Gym,progress-gym,,"Katholiki, 1,Voriou Ipeirou Street, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,,,https://www.instagram.com/progressgymcy?igsh=MWFodW9pbWJnOWI5Nw==,,,,,,,False,,,,False,True,,4.5,30,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Bodysense Health&Fitness Centre,bodysense-healthfitness-centre,,"Αγγαιου 3-4154, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725574646,,https://www.facebook.com/BodysenseLimassol/,,,,,,,False,,,,False,True,,4.8,37,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
The Fitzone By Kondylis,the-fitzone-by-kondylis,,"Spyrou Kyprianou Ave 145, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725750476,,https://linktr.ee/thefitzonebykondylis,,,,,,,False,,,,False,True,,4.8,42,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Kalopedi Gym,kalopedi-gym,,"Pikioni, Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35725332900,,https://www.instagram.com/kalopedifitnessclub/,,,,,,,False,,,,False,True,,4.8,33,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
Raw Calisthenics Academy,raw-calisthenics-academy,,"M.L.K., Limassol, Cyprus",a8d0fd41-5901-4a94-93d3-ecc28166b137,34.7071,33.0226,+35797452944,,https://instagram.com/raw_calisthenicsacademy?igshid=YmMyMTA2M2Y=,,,,,,,False,,,,False,True,,5.0,92,,Google Maps Scrape,24-hour-gym,175c7168-835e-4955-9d15-730b57f9b9ff,"[""175c7168-835e-4955-9d15-730b57f9b9ff""]"
