name,slug,description,address,city_id,latitude,longitude,phone,email,website,logo_url,cover_image_url,membership_price_from,membership_price_to,currency,opening_hours,is_featured,featured_until,member_count,member_count_source,member_count_verified,member_count_public,member_count_last_updated,rating,review_count,years_in_business,source,specialty_slug,specialty_uuid,specialties_json
Güralpfit,güralpfit,,"İbrahimpaşa Vakıflar Sk. No:15A/B, Vakıflar Sk, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,,,,,,,,False,,,,False,True,,4.8,12,,Google Maps Scrape,,,[]
Hellenic Bank Masters Tennis Academy,hellenic-bank-masters-tennis-academy,,"Stadiou 44, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722105929,,,,,,,,,False,,,,False,True,,4.8,13,,Google Maps Scrape,,,[]
Aurora Pilates Studio,aurora-pilates-studio,,"Odysseos 11, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722252517,,https://www.instagram.com/aurorapilatestudio,,,,,,,False,,,,False,True,,5.0,10,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
Fit 2 The Point,fit-2-the-point,,"Perikleous, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35770087387,,http://fit2thepoint.com/,,,,,,,False,,,,False,True,,4.9,38,,Google Maps Scrape,,,[]
Ananda Yoga Studio,ananda-yoga-studio,,"Chalkokondyli 23Α, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799584148,,https://www.instagram.com/ananda_yoga11?igsh=ZTVmcnplazlpa293,,,,,,,False,,,,False,True,,5.0,43,,Google Maps Scrape,yoga,ea4205eb-b55b-4b0d-a762-d267ec55f123,"[""ea4205eb-b55b-4b0d-a762-d267ec55f123""]"
Calisthenics Area,calisthenics-area,,"585F+XRH, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,,,,,,,,False,,,,False,True,,4.3,10,,Google Maps Scrape,,,[]
Intense Fitness & Physio Centre,intense-fitness-physio-centre,,"Ilia Papakiriakou 40, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722336690,,https://intensefitness.com.cy/,,,,,,,False,,,,False,True,,4.3,12,,Google Maps Scrape,,,[]
Ryltoday,ryltoday,,"Skopa 7, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799528500,,http://www.ryltoday.com/,,,,,,,False,,,,False,True,,5.0,15,,Google Maps Scrape,,,[]
Gymac Boutique Fitness & Personal Training,gymac-boutique-fitness-personal-training,,"Mustafa Arif Sk 30, Agios Dometios, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+905488649622,,https://www.instagram.com/gymaccy?igsh=MWVoNmI4Z3loM2hmNg==,,,,,,,False,,,,False,True,,3.2,25,,Google Maps Scrape,,,[]
Elite Body Management,elite-body-management,,"Kallipoleos 36, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722254890,,https://elitebody.net/,,,,,,,False,,,,False,True,,4.9,15,,Google Maps Scrape,,,[]
Global Vale Tudo - Combat Sports Academy,global-vale-tudo-combat-sports-academy,,"Athalassas Ave 60, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799237642,,https://www.globalvaletudo.org/,,,,,,,False,,,,False,True,,5.0,28,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Bobi Boxing Club,bobi-boxing-club,,"Kallipoleos 26, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796690872,,,,,,,,,False,,,,False,True,,5.0,27,,Google Maps Scrape,boxing,f6559489-8266-42f2-aea9-89a3a76eeea0,"[""f6559489-8266-42f2-aea9-89a3a76eeea0""]"
Ambitus Fitness,ambitus-fitness,,"Karava 6c, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722253606,,http://ambitusfitness.com/,,,,,,,False,,,,False,True,,4.8,33,,Google Maps Scrape,,,[]
Karma Studio,karma-studio,,"Giannou Kranidioti 10, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35797606063,,http://klkarma.com/,,,,,,,False,,,,False,True,,5.0,29,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
Tcycle,tcycle,,"Chytron 30, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,http://t-cycle.eu/,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,,,[]
Bianco Pool&Bar Lounge,bianco-poolbar-lounge,,"Egaleo 9, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799623255,,http://www.nicosiagym.com/,,,,,,,False,,,,False,True,,3.6,30,,Google Maps Scrape,,,[]
Kamae Fitness,kamae-fitness,,"Dimokratias 76, Agios Dometios, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796197953,,,,,,,,,False,,,,False,True,,4.9,18,,Google Maps Scrape,,,[]
University Of Nicosia - Ufit Fitness Centre,university-of-nicosia-ufit-fitness-centre,,"28th October 24, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722842400,,https://www.unic.ac.cy/ufit/,,,,,,,False,,,,False,True,,4.2,75,,Google Maps Scrape,,,[]
Energea Fitness Studio - Ems Training & Pilates Reformer,energea-fitness-studio-ems-training-pilates-reformer,,"72 AB, str., 1076, John Kennedy, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722666690,,https://www.emsfitnessstudio.cy/,,,,,,,False,,,,False,True,,5.0,22,,Google Maps Scrape,,,[]
Hupex Fitness,hupex-fitness,,"Kyriakou Matsi 60, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799919512,,https://hupex.fitness/,,,,,,,False,,,,False,True,,5.0,13,,Google Maps Scrape,,,[]
Supernatural Gym,supernatural-gym,,"B18 179-2369, Agios Dometios, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,,,,,,,,False,,,,False,True,,4.6,14,,Google Maps Scrape,,,[]
Sana Hiltonia Health & Fitness Centre,sana-hiltonia-health-fitness-centre,,"Achaion 1, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722695165,,,,,,,,,False,,,,False,True,,4.4,15,,Google Maps Scrape,,,[]
Nicosia Gymnastic Center,nicosia-gymnastic-center,,"Egaleo, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722351644,,http://www.nicosiagym.com/,,,,,,,False,,,,False,True,,4.7,32,,Google Maps Scrape,,,[]
Rise Fitness Club,rise-fitness-club,,"Zinonos Sozou 24, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722255102,,https://risefitnessclub.com.cy/,,,,,,,False,,,,False,True,,4.8,16,,Google Maps Scrape,,,[]
En Somati - Lifestyle Gym Personal Training Mma Academy,en-somati-lifestyle-gym-personal-training-mma-academy,,"Fedras 8, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796855588,,,,,,,,,False,,,,False,True,,5.0,13,,Google Maps Scrape,,,[]
Oxygen Gym,oxygen-gym,,"Skopa 7, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722768166,,,,,,,,,False,,,,False,True,,4.2,47,,Google Maps Scrape,,,[]
Momentum Fitness & Wellness,momentum-fitness-wellness,,"25is Martiou 9A, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722270450,,http://momentum-gym.com/,,,,,,,False,,,,False,True,,4.8,60,,Google Maps Scrape,,,[]
100 Boxing & Fitness Gym,100-boxing-fitness-gym,,"Stasinou 2404, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799499722,,http://fb.me/100boxfitgym,,,,,,,False,,,,False,True,,4.5,53,,Google Maps Scrape,,,[]
Science Fit,science-fit,,"Perikleous 39B, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799016177,,https://m.facebook.com/mp.sciencefit/,,,,,,,False,,,,False,True,,5.0,17,,Google Maps Scrape,,,[]
New Body Gym,new-body-gym,,"Athinon 48-50, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722494967,,http://www.newbodygym.com.cy/,,,,,,,False,,,,False,True,,4.2,46,,Google Maps Scrape,,,[]
Maxx Fitness,maxx-fitness,,"B17 5a, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722448144,,https://www.maxxfitnesscy.com/,,,,,,,False,,,,False,True,,4.5,64,,Google Maps Scrape,,,[]
Fitness Factory,fitness-factory,,"Pindou 4A, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799882728,,https://www.fitnessfactory.cy/,,,,,,,False,,,,False,True,,4.6,31,,Google Maps Scrape,,,[]
Fuelhouse Boutique Fitness Club,fuelhouse-boutique-fitness-club,,"Michali Paridi, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722663000,,https://fuelhouse.cy/,,,,,,,False,,,,False,True,,4.9,78,,Google Maps Scrape,,,[]
Real Fit,real-fit,,"Kantaras 22-26, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722264842,,http://www.realfitnicosia.com/,,,,,,,False,,,,False,True,,4.7,42,,Google Maps Scrape,,,[]
Squad By XFit,squad-by-xfit,,"12 A Arsinois Street, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722261717,,https://www.squadfitnessgym.com/,,,,,,,False,,,,False,True,,4.9,51,,Google Maps Scrape,,,[]
Regenesis Gym,regenesis-gym,,"Athalassas Ave 38, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35770000380,,https://regenesisgymcy.com/,,,,,,,False,,,,False,True,,4.8,53,,Google Maps Scrape,,,[]
Fitensity Training Club,fitensity-training-club,,"Denousis, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35770088338,,https://m.facebook.com/Fitensitytc/,,,,,,,False,,,,False,True,,5.0,11,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Komanetsi Fitness Center,komanetsi-fitness-center,,"October 28th 27, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722463360,,https://komanetsi.com/,,,,,,,False,,,,False,True,,4.7,177,,Google Maps Scrape,,,[]
Destination Fitness,destination-fitness,,"Avenue, Larnacos 85, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722027210,,http://www.destinationfitnesscy.com/,,,,,,,False,,,,False,True,,4.7,232,,Google Maps Scrape,,,[]
Μολων Λαβε Gym,μολων-λαβε-gym,,"Kyriakou Matsi 54, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722443444,,https://molonlabegym.cy/,,,,,,,False,,,,False,True,,5.0,390,,Google Maps Scrape,,,[]
New Life Health Centre - Nicosia Gym,new-life-health-centre-nicosia-gym,,"Stadiou 47, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722591222,,http://www.newlife.com.cy/,,,,,,,False,,,,False,True,,4.4,165,,Google Maps Scrape,,,[]
Curves Aglantzias,curves-aglantzias,,"B17 147Β, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722448344,,http://facebook.com/Curves116097/,,,,,,,False,,,,False,True,,4.9,57,,Google Maps Scrape,,,[]
Underground Force Gym,underground-force-gym,,"Antoni Samaraki 8, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35797606464,,https://www.instagram.com/underground_force/,,,,,,,False,,,,False,True,,5.0,11,,Google Maps Scrape,,,[]
Gabriel Fitness & Boxing Gym,gabriel-fitness-boxing-gym,,"Fokidos 1b, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796857186,,https://www.facebook.com/gym.freaks.training/,,,,,,,False,,,,False,True,,5.0,71,,Google Maps Scrape,,,[]
Fortius Boxing Academy,fortius-boxing-academy,,"Afroditis 4, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796774232,,https://www.facebook.com/fortiusboxing/photos/?ref=page_internal,,,,,,,False,,,,False,True,,5.0,19,,Google Maps Scrape,boxing,f6559489-8266-42f2-aea9-89a3a76eeea0,"[""f6559489-8266-42f2-aea9-89a3a76eeea0""]"
Class One Fitness,class-one-fitness,,"59P7+HR4, Şht. Mehmet Vural Ahmet, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+905391065629,,https://www.instagram.com/classone.fitness?igsh=cTBrdXpodWVsNzV6,,,,,,,False,,,,False,True,,4.8,37,,Google Maps Scrape,,,[]
Body Explosion Fitness Place,body-explosion-fitness-place,,"Prevezis 13, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35799556575,,https://www.facebook.com/bodyexplosion.fitnessplace,,,,,,,False,,,,False,True,,5.0,10,,Google Maps Scrape,,,[]
Φόρμα Fitness Studio,φόρμα-fitness-studio,,"Deligiorgi 5, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796223331,,https://www.instagram.com/forma_fitness.studio?igsh=eXAwbzRwN2VsOTFk,,,,,,,False,,,,False,True,,5.0,28,,Google Maps Scrape,,,[]
Mr Cyprus Gym,mr-cyprus-gym,,"59JG+4CW, Dimitras, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722433332,,https://www.facebook.com/pages/category/Gym-Physical-Fitness-Center/MrCyprus-Gym-1219300891485594/,,,,,,,False,,,,False,True,,4.9,19,,Google Maps Scrape,,,[]
Infinity Fitness Hall,infinity-fitness-hall,,"Dimokratias 13, Agios Dometios, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722100561,,https://m.facebook.com/infinityfitnesshall/,,,,,,,False,,,,False,True,,5.0,10,,Google Maps Scrape,,,[]
Eurogym,eurogym,,"56-60 Κυριάκου Μάτση Nicosia, Egkomi, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35770006080,,https://www.instagram.com/eurogym_official_page?igsh=MW95cDl4YjA0NnNq,,,,,,,False,,,,False,True,,3.9,57,,Google Maps Scrape,,,[]
At4Fitness Gym,at4fitness-gym,,"Aglantzias 79, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35796488763,,https://m.facebook.com/At4FITNESS/,,,,,,,False,,,,False,True,,4.9,27,,Google Maps Scrape,,,[]
Home Gym,home-gym,,"Costa Anaxagora 24, Strovolos, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,https://m.facebook.com/askhomegym,,,,,,,False,,,,False,True,,5.0,13,,Google Maps Scrape,,,[]
Old Town Fitness Studio,old-town-fitness-studio,,"Dimonaktos 13Β, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,https://www.instagram.com/old_town_fitness_studio?igsh=aGYwMGsybHJvZmhu&utm_source=qr,,,,,,,False,,,,False,True,,5.0,64,,Google Maps Scrape,,,[]
Motus Boutique Gym,motus-boutique-gym,,"Simonidou 14a, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722782220,,https://motusboutiquegym.com.cy/,,,,,,,False,,,,False,True,,4.9,106,,Google Maps Scrape,,,[]
Be Different Gym & Fitness Club,be-different-gym-fitness-club,,"Platonos 10, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722264480,,https://m.facebook.com/profile.php?id=100090525754964&name=xhp_nt__fblite__profile__tab_bar,,,,,,,False,,,,False,True,,5.0,14,,Google Maps Scrape,,,[]
Olympus Gym,olympus-gym,,"Tyrtaiou 8, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722761661,,http://www.olympusgym.com.cy/,,,,,,,False,,,,False,True,,4.4,24,,Google Maps Scrape,,,[]
Ibody Fitness And Dance Studio Ltd,ibody-fitness-and-dance-studio-ltd,,"Protagorou 8, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722270024,,http://www.facebook.com/ibodystudio,,,,,,,False,,,,False,True,,4.7,14,,Google Maps Scrape,,,[]
ProFit Center Nicosia,profit-center-nicosia,,"Lemesou Avenue 13, Aglantzia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35794048198,,https://m.facebook.com/profile.php?id=100076418010905,,,,,,,False,,,,False,True,,3.7,57,,Google Maps Scrape,,,[]
Figure8Gym,figure8gym,,"59HG+6WC, Nemeseos, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,,,https://m.facebook.com/figura8gym/,,,,,,,False,,,,False,True,,3.8,29,,Google Maps Scrape,,,[]
Urban Boutique Gym,urban-boutique-gym,,"Prodromou 121, Nicosia, Cyprus",fa1518c7-1daf-4e05-a27b-d6296176ef2e,35.1856,33.3823,+35722274636,,https://www.instagram.com/urbanboutiquegym/,,,,,,,False,,,,False,True,,4.8,23,,Google Maps Scrape,,,[]
